#HEADER:ProvinceCode,ProvinceName,KabupatenCode,KabupatenName,KecamatanCode,KecamatanName,PrabowoHattaVotes,JokowiKallaVotes,TotalVotes
25823,DKI JAKARTA,26065,JAKARTA TIMUR,26104,CAKUNG,140363,112921,253284
25823,DKI JAKARTA,26065,JAKARTA TIMUR,26073,PULOGADUNG,74138,81732,155870
25823,DKI JAKARTA,25989,JAKARTA SELATAN,26007,MAMPANG PRAPATAN,46816,37005,83821
25823,DKI JAKARTA,26065,JAKARTA TIMUR,26112,DUREN SAWIT,117132,105800,222932
25823,DKI JAKARTA,26065,JAKARTA TIMUR,26126,CIRACAS,78752,69201,147953
25823,DKI JAKARTA,26065,JAKARTA TIMUR,26081,JATINEGARA,91053,82591,173644
26141,JAWA BARAT,26142,BOGOR,26409,CIGUDEG,33298,21573,54871
25823,DKI JAKARTA,25989,JAKARTA SELATAN,26028,CILANDAK,53703,59416,113119
25823,DKI JAKARTA,26065,JAKARTA TIMUR,26066,MATRAMAN,51239,45677,96916
26141,JAWA BARAT,26142,BOGOR,26485,CIJERUK,25985,11818,37803
26141,JAWA BARAT,26142,BOGOR,26425,TENJO,18445,12889,31334
26141,JAWA BARAT,26142,BOGOR,26435,CIAWI,38803,15353,54156
26141,JAWA BARAT,26142,BOGOR,26143,CIBINONG,107445,58743,166188
26141,JAWA BARAT,26142,BOGOR,26495,CIOMAS,53243,27936,81179
25823,DKI JAKARTA,25989,JAKARTA SELATAN,25998,SETIABUDI,32339,32354,64693
25823,DKI JAKARTA,26065,JAKARTA TIMUR,26090,KRAMATJATI,84430,65653,150083
26141,JAWA BARAT,26142,BOGOR,26518,TAMANSARI,31331,20948,52279
26141,JAWA BARAT,26142,BOGOR,26507,DRAMAGA,33786,23243,57029
26141,JAWA BARAT,26142,BOGOR,26398,NANGGUNG,27599,16992,44591
26141,JAWA BARAT,26142,BOGOR,26585,CIGOMBONG,31090,13430,44520
26141,JAWA BARAT,26142,BOGOR,26577,TAJURHALANG,31562,21230,52792
26141,JAWA BARAT,26142,BOGOR,26537,CISEENG,31951,21509,53460
26141,JAWA BARAT,26142,BOGOR,26548,RANCA BUNGUR,17186,11940,29126
26141,JAWA BARAT,26142,BOGOR,26595,LEUWISADENG,24764,9906,34670
26141,JAWA BARAT,26142,BOGOR,26449,CISARUA,44885,17662,62547
26141,JAWA BARAT,26142,BOGOR,26460,MEGAMENDUNG,36197,15185,51382
26141,JAWA BARAT,26142,BOGOR,26566,TANJUNGSARI,22245,7669,29914
26141,JAWA BARAT,26142,BOGOR,26167,CITEUREUP,70371,28569,98940
26141,JAWA BARAT,26142,BOGOR,26472,CARINGIN,43721,15682,59403
26141,JAWA BARAT,26142,BOGOR,26245,SUKAMAKMUR,28131,10448,38579
26141,JAWA BARAT,26142,BOGOR,26527,KLAPANUNGGAL,43103,11655,54758
26141,JAWA BARAT,26142,BOGOR,26556,SUKAJAYA,23045,11893,34938
26141,JAWA BARAT,26142,BOGOR,26234,CARIU,23549,6800,30349
26141,JAWA BARAT,26142,BOGOR,26339,PAMIJAHAN,44937,22589,67526
26141,JAWA BARAT,26142,BOGOR,26206,JONGGOL,54417,16908,71325
26141,JAWA BARAT,26142,BOGOR,26309,CIAMPEA,47438,32069,79507
26141,JAWA BARAT,26142,BOGOR,26256,PARUNG,38083,24181,62264
26141,JAWA BARAT,26142,BOGOR,26277,KEMANG,29337,21546,50883
26141,JAWA BARAT,26142,BOGOR,26386,PARUNG PANJANG,29093,26034,55127
26141,JAWA BARAT,26142,BOGOR,26221,CILEUNGSI,83013,39646,122659
26141,JAWA BARAT,26142,BOGOR,26196,BABAKAN MADANG,39316,12789,52105
26141,JAWA BARAT,26142,BOGOR,26266,GUNUNG SINDUR,30396,24732,55128
26141,JAWA BARAT,26611,SUKABUMI,26883,KADUDAMPIT,23036,4405,27441
26141,JAWA BARAT,26611,SUKABUMI,26910,SUKARAJA,29368,11969,41337
26141,JAWA BARAT,26142,BOGOR,26182,SUKARAJA,61972,28474,90446
26141,JAWA BARAT,26142,BOGOR,26355,RUMPIN,37497,26711,64208
26141,JAWA BARAT,26142,BOGOR,26287,BOJONG GEDE,72754,48959,121713
26141,JAWA BARAT,26142,BOGOR,26369,JASINGA,28354,16557,44911
26141,JAWA BARAT,26142,BOGOR,26156,GUNUNG PUTRI,96077,45519,141596
26141,JAWA BARAT,26142,BOGOR,26297,LEUWILIANG,40257,17777,58034
26141,JAWA BARAT,26611,SUKABUMI,26920,KEBON PEDES,12296,3605,15901
26141,JAWA BARAT,26611,SUKABUMI,26903,SUKABUMI,19933,6929,26862
26141,JAWA BARAT,26611,SUKABUMI,27004,TEGALBULEUD,10384,8152,18536
26141,JAWA BARAT,26611,SUKABUMI,27020,CIAMBAR,14021,4480,18501
26141,JAWA BARAT,26142,BOGOR,26323,CIBUNGBULANG,43046,24243,67289
26141,JAWA BARAT,26611,SUKABUMI,26993,CIDOLOG,5690,4355,10045
26141,JAWA BARAT,26611,SUKABUMI,26853,GUNUNG GURUH,16696,10206,26902
26141,JAWA BARAT,26611,SUKABUMI,27013,CIMANGGU,7518,2940,10458
26141,JAWA BARAT,26611,SUKABUMI,26999,CIDADAP,5974,4702,10676
26141,JAWA BARAT,26611,SUKABUMI,26893,CARINGIN,17089,4643,21732
26141,JAWA BARAT,26611,SUKABUMI,26926,CIREUNGHAS,11934,3966,15900
26141,JAWA BARAT,26611,SUKABUMI,26932,SUKALARANG,10061,7749,17810
26141,JAWA BARAT,26142,BOGOR,26604,TENJOLAYA,18412,11081,29493
26141,JAWA BARAT,26611,SUKABUMI,26974,SAGARANTEN,16677,9050,25727
26141,JAWA BARAT,26611,SUKABUMI,26837,CIBITUNG,7843,4725,12568
26141,JAWA BARAT,26611,SUKABUMI,26861,CICANTAYAN,22413,6537,28950
26141,JAWA BARAT,26611,SUKABUMI,26939,PABUARAN,13497,5910,19407
26141,JAWA BARAT,26611,SUKABUMI,26825,SURADE,22275,13833,36108
26141,JAWA BARAT,26611,SUKABUMI,26869,CISAAT,49493,13342,62835
26141,JAWA BARAT,26611,SUKABUMI,26670,LENGKONG,8482,4949,13431
26141,JAWA BARAT,26611,SUKABUMI,26699,CIKEMBAR,30001,14115,44116
26141,JAWA BARAT,26611,SUKABUMI,26844,CIRACAP,12743,12957,25700
26141,JAWA BARAT,26611,SUKABUMI,26817,KALIBUNDER,9238,3862,13100
26141,JAWA BARAT,26611,SUKABUMI,26955,NYALINDUNG,17027,8251,25278
26141,JAWA BARAT,26611,SUKABUMI,26676,JAMPANG TENGAH,21654,12415,34069
26141,JAWA BARAT,26611,SUKABUMI,26720,NAGRAK,27516,15483,42999
26141,JAWA BARAT,26611,SUKABUMI,26688,WARUNG KIARA,19109,9274,28383
26141,JAWA BARAT,26611,SUKABUMI,26966,GEGER BITUNG,13345,6643,19988
26141,JAWA BARAT,26611,SUKABUMI,26637,BANTAR GADUNG,10444,5410,15854
26141,JAWA BARAT,26611,SUKABUMI,26986,CURUG KEMBAR,8977,6652,15629
26141,JAWA BARAT,26611,SUKABUMI,26797,JAMPANG KULON,14634,6655,21289
26141,JAWA BARAT,26611,SUKABUMI,26784,KABANDUNGAN,11733,5710,17443
26141,JAWA BARAT,26611,SUKABUMI,26776,KALAPA NUNGGAL,17602,4919,22521
26141,JAWA BARAT,26611,SUKABUMI,26709,CIBADAK,38418,16815,55233
26141,JAWA BARAT,26611,SUKABUMI,26628,CIKAKAK,10342,7104,17446
26141,JAWA BARAT,26611,SUKABUMI,26947,PURABAYA,12734,7994,20728
26141,JAWA BARAT,27026,CIANJUR,27027,CIANJUR,53353,32961,86314
26141,JAWA BARAT,26611,SUKABUMI,26657,CIKIDANG,16104,9787,25891
26141,JAWA BARAT,26611,SUKABUMI,26746,PARAKAN SALAK,16409,4586,20995
26141,JAWA BARAT,26611,SUKABUMI,26645,CISOLOK,17889,14646,32535
26141,JAWA BARAT,27026,CIANJUR,27298,AGRABINTA,9703,9297,19000
26141,JAWA BARAT,26611,SUKABUMI,26731,PARUNG KUDA,25828,9301,35129
26141,JAWA BARAT,26611,SUKABUMI,26808,CIEMAS,13933,10864,24797
26141,JAWA BARAT,26611,SUKABUMI,26767,CIDAHU,23638,6806,30444
26141,JAWA BARAT,26611,SUKABUMI,26621,SIMPENAN,16730,9556,26286
26141,JAWA BARAT,27026,CIANJUR,27334,CAMPAKAMULYA,7441,4714,12155
26141,JAWA BARAT,27026,CIANJUR,27247,PAGELARAN,21456,13752,35208
26141,JAWA BARAT,26611,SUKABUMI,26753,CICURUG,44985,19284,64269
26141,JAWA BARAT,26611,SUKABUMI,26791,WALURAN,8082,5091,13173
26141,JAWA BARAT,27026,CIANJUR,27389,HAURWANGI,16611,11790,28401
26141,JAWA BARAT,27026,CIANJUR,27377,LELES,11169,6663,17832
26141,JAWA BARAT,26611,SUKABUMI,26740,BOJONG GENTENG,14540,3557,18097
26141,JAWA BARAT,26611,SUKABUMI,26612,PELABUHAN RATU,31467,18743,50210
26141,JAWA BARAT,27026,CIANJUR,27261,TANGGEUNG,13459,8823,22282
26141,JAWA BARAT,27026,CIANJUR,27274,CIBINONG,15048,15197,30245
26141,JAWA BARAT,27026,CIANJUR,27081,CIRANJANG,22548,16298,38846
26141,JAWA BARAT,27026,CIANJUR,27359,CIPANAS,30883,20033,50916
26141,JAWA BARAT,27026,CIANJUR,27223,TAKOKAK,11551,13525,25076
26141,JAWA BARAT,27026,CIANJUR,27309,CIDAUN,13558,17069,30627
26141,JAWA BARAT,27026,CIANJUR,27120,MANDE,20692,13211,33903
26141,JAWA BARAT,27026,CIANJUR,27070,CILAKU,30811,17588,48399
26141,JAWA BARAT,27026,CIANJUR,27350,GEKBRONG,13597,9585,23182
26141,JAWA BARAT,27026,CIANJUR,27091,BOJONGPICUNG,22425,13512,35937
26141,JAWA BARAT,27026,CIANJUR,27288,SINDANGBARANG,12606,13112,25718
26141,JAWA BARAT,27026,CIANJUR,27051,CIBEBER,38806,19237,58043
26141,JAWA BARAT,27026,CIANJUR,27233,KADUPANDAK,11380,11873,23253
26141,JAWA BARAT,27026,CIANJUR,27340,CIKADU,7121,9959,17080
26141,JAWA BARAT,27026,CIANJUR,27323,NARINGGUL,9805,12395,22200
26141,JAWA BARAT,27026,CIANJUR,27398,PASIRKUDA,10868,7376,18244
26141,JAWA BARAT,27026,CIANJUR,27367,CIJATI,8011,7515,15526
26141,JAWA BARAT,27026,CIANJUR,27169,CIKALONGKULON,28477,16459,44936
26141,JAWA BARAT,27407,BANDUNG,27408,CILEUNYI,59862,27140,87002
26141,JAWA BARAT,27026,CIANJUR,27188,SUKARESMI,23812,14344,38156
26141,JAWA BARAT,27026,CIANJUR,27144,PACET,27971,18529,46500
26141,JAWA BARAT,27026,CIANJUR,27039,WARUNGKONDANG,21282,11044,32326
26141,JAWA BARAT,27026,CIANJUR,27133,SUKALUYU,21137,13150,34287
26141,JAWA BARAT,27407,BANDUNG,27658,SOREANG,39922,21431,61353
26141,JAWA BARAT,27407,BANDUNG,27612,MAJALAYA,53547,34445,87992
26141,JAWA BARAT,27407,BANDUNG,27566,CIPARAY,62511,24786,87297
26141,JAWA BARAT,27026,CIANJUR,27200,SUKANAGARA,14793,10014,24807
26141,JAWA BARAT,27026,CIANJUR,27103,KARANGTENGAH,46088,21769,67857
26141,JAWA BARAT,27026,CIANJUR,27211,CAMPAKA,19389,11422,30811
26141,JAWA BARAT,27407,BANDUNG,27581,PACET,35103,18341,53444
26141,JAWA BARAT,27407,BANDUNG,27632,PASEH,35816,31428,67244
26141,JAWA BARAT,27407,BANDUNG,27669,PASIRJAMBU,27468,19645,47113
26141,JAWA BARAT,27407,BANDUNG,27415,CIMENYAN,33979,26828,60807
26141,JAWA BARAT,27407,BANDUNG,27694,CANGKUANG,23589,16224,39813
26141,JAWA BARAT,27026,CIANJUR,27152,CUGENANG,27871,20606,48477
26141,JAWA BARAT,27407,BANDUNG,27624,SOLOKANJERUK,28651,18712,47363
26141,JAWA BARAT,27407,BANDUNG,27439,MARGAHAYU,35764,28405,64169
26141,JAWA BARAT,27407,BANDUNG,27452,KATAPANG,35809,25306,61115
26141,JAWA BARAT,27407,BANDUNG,27460,DAYEUHKOLOT,37072,21079,58151
26141,JAWA BARAT,27407,BANDUNG,27680,CIWIDEY,25975,18848,44823
26141,JAWA BARAT,27407,BANDUNG,27445,MARGAASIH,42175,32381,74556
26141,JAWA BARAT,27407,BANDUNG,27603,BALEENDAH,82926,41624,124550
26141,JAWA BARAT,27407,BANDUNG,27645,IBUN,22914,22882,45796
26141,JAWA BARAT,27407,BANDUNG,27595,KERTASARI,30452,9076,39528
26141,JAWA BARAT,27407,BANDUNG,27552,RANCAEKEK,69199,22799,91998
26141,JAWA BARAT,27407,BANDUNG,27432,BOJONGSOANG,38930,17308,56238
26141,JAWA BARAT,27714,GARUT,28174,SUCINARAJA,9707,4407,14114
26141,JAWA BARAT,27714,GARUT,28067,CIKELET,14860,5883,20743
26141,JAWA BARAT,27407,BANDUNG,27500,ARJASARI,34134,16384,50518
26141,JAWA BARAT,27407,BANDUNG,27542,CIKANCUNG,28918,14776,43694
26141,JAWA BARAT,27407,BANDUNG,27688,RANCABALI,16601,11857,28458
26141,JAWA BARAT,27407,BANDUNG,27479,PAMEUNGPEUK,30339,11092,41431
26141,JAWA BARAT,27407,BANDUNG,27512,CIMAUNG,24421,19288,43709
26141,JAWA BARAT,27407,BANDUNG,27702,KUTAWARINGIN,34797,18895,53692
26141,JAWA BARAT,27407,BANDUNG,27535,NAGREG,17994,9503,27497
26141,JAWA BARAT,27714,GARUT,28056,CIBALONG,12961,9929,22890
26141,JAWA BARAT,27714,GARUT,28029,PEUNDEUY,7306,2360,9666
26141,JAWA BARAT,27714,GARUT,28090,MEKARMUKTI,4901,3469,8370
26141,JAWA BARAT,27714,GARUT,28024,CIHURIP,5364,3368,8732
26141,JAWA BARAT,27407,BANDUNG,27486,PANGALENGAN,56347,25684,82031
26141,JAWA BARAT,27714,GARUT,28095,PAKENJENG,22614,9327,31941
26141,JAWA BARAT,27407,BANDUNG,27522,CICALENGKA,44238,16492,60730
26141,JAWA BARAT,27407,BANDUNG,27425,CILENGKRANG,17007,9743,26750
26141,JAWA BARAT,27714,GARUT,27982,SUKARESMI,13396,4486,17882
26141,JAWA BARAT,27714,GARUT,28036,PAMEUNGPEUK,16415,4952,21367
26141,JAWA BARAT,27407,BANDUNG,27467,BANJARAN,44649,22642,67291
26141,JAWA BARAT,27714,GARUT,27826,LELES,26191,13945,40136
26141,JAWA BARAT,27714,GARUT,28108,PAMULIHAN,6468,2753,9221
26141,JAWA BARAT,27714,GARUT,28151,SELAAWI,13690,6021,19711
26141,JAWA BARAT,27714,GARUT,27784,BANYURESMI,32595,9763,42358
26141,JAWA BARAT,27714,GARUT,27771,TAROGONG KIDUL,43410,15069,58479
26141,JAWA BARAT,27714,GARUT,28044,CISOMPET,15431,10583,26014
26141,JAWA BARAT,27714,GARUT,28165,PANGATIKAN,13844,3388,17232
26141,JAWA BARAT,27714,GARUT,28077,BUNGBULANG,19611,9770,29381
26141,JAWA BARAT,27714,GARUT,27748,WANARAJA,16373,6532,22905
26141,JAWA BARAT,27714,GARUT,28014,SINGAJAYA,14071,6259,20330
26141,JAWA BARAT,27714,GARUT,28128,TALEGONG,9988,6735,16723
26141,JAWA BARAT,27714,GARUT,28002,BANJARWANGI,18282,7485,25767
26141,JAWA BARAT,27714,GARUT,28114,CISEWU,13258,6407,19665
26141,JAWA BARAT,27714,GARUT,27965,CISURUPAN,29731,17503,47234
26141,JAWA BARAT,27714,GARUT,27946,CILAWU,38972,15508,54480
26141,JAWA BARAT,27714,GARUT,28122,CARINGIN,9271,6273,15544
26141,JAWA BARAT,27714,GARUT,27757,TAROGONG KALER,34797,13985,48782
26141,JAWA BARAT,27714,GARUT,28159,CIBIUK,9768,3975,13743
26141,JAWA BARAT,27714,GARUT,27863,CIBATU,25295,8170,33465
26141,JAWA BARAT,27714,GARUT,27839,KADUNGORA,31164,14989,46153
26141,JAWA BARAT,27714,GARUT,27940,CIGEDUG,12059,5757,17816
26141,JAWA BARAT,27714,GARUT,27989,CIKAJANG,29211,11156,40367
26141,JAWA BARAT,27714,GARUT,27875,KERSAMANAH,13528,4000,17528
26141,JAWA BARAT,27714,GARUT,27854,LEUWIGOONG,14634,6402,21036
26141,JAWA BARAT,27714,GARUT,27922,BAYONGBONG,32872,13104,45976
26141,JAWA BARAT,28182,TASIKMALAYA,28412,GUNUNG TANJUNG,11912,3273,15185
26141,JAWA BARAT,27714,GARUT,27800,SAMARANG,27174,9363,36537
26141,JAWA BARAT,27714,GARUT,27813,PASIRWANGI,25155,8343,33498
26141,JAWA BARAT,27714,GARUT,27715,GARUT KOTA,46288,24890,71178
26141,JAWA BARAT,27714,GARUT,27727,KARANGPAWITAN,46147,17689,63836
26141,JAWA BARAT,28182,TASIKMALAYA,28420,SINGAPARNA,24243,11663,35906
26141,JAWA BARAT,28182,TASIKMALAYA,28183,CIPATUJAH,19862,15457,35319
26141,JAWA BARAT,28182,TASIKMALAYA,28494,CISAYONG,18425,11092,29517
26141,JAWA BARAT,28182,TASIKMALAYA,28476,SARIWANGI,12961,3259,16220
26141,JAWA BARAT,27714,GARUT,27917,KARANGTENGAH,5092,2056,7148
26141,JAWA BARAT,28182,TASIKMALAYA,28485,SUKARATU,16205,7228,23433
26141,JAWA BARAT,27714,GARUT,27905,SUKAWENING,18554,5816,24370
26141,JAWA BARAT,28182,TASIKMALAYA,28399,MANONJAYA,25975,8483,34458
26141,JAWA BARAT,28182,TASIKMALAYA,28508,SUKAHENING,9122,6232,15354
26141,JAWA BARAT,27714,GARUT,27881,MALANGBONG,40140,14810,54950
26141,JAWA BARAT,28182,TASIKMALAYA,28546,KADIPATEN,13792,3098,16890
26141,JAWA BARAT,28182,TASIKMALAYA,28462,LEUWISARI,13799,5599,19398
26141,JAWA BARAT,28182,TASIKMALAYA,28445,CIGALONTANG,27924,9978,37902
26141,JAWA BARAT,28182,TASIKMALAYA,28525,JAMANIS,12367,4476,16843
26141,JAWA BARAT,28182,TASIKMALAYA,28394,KARANG JAYA,4317,3356,7673
26141,JAWA BARAT,28182,TASIKMALAYA,28228,PANCA TENGAH,18620,5382,24002
26141,JAWA BARAT,28182,TASIKMALAYA,28431,MANGUNREJA,14149,5986,20135
26141,JAWA BARAT,28182,TASIKMALAYA,28214,CIKALONG,23505,10269,33774
26141,JAWA BARAT,28182,TASIKMALAYA,28438,SUKARAME,15518,4767,20285
26141,JAWA BARAT,28182,TASIKMALAYA,28470,PADAKEMBANG,13269,6229,19498
26141,JAWA BARAT,28182,TASIKMALAYA,28553,PAGERAGEUNG,21939,6145,28084
26141,JAWA BARAT,28182,TASIKMALAYA,28371,JATIWARAS,18085,6046,24131
26141,JAWA BARAT,28182,TASIKMALAYA,28534,CIAWI,20339,10823,31162
26141,JAWA BARAT,28182,TASIKMALAYA,28275,BOJONGASIH,7889,2490,10379
26141,JAWA BARAT,28182,TASIKMALAYA,28199,KARANGNUNGGAL,28840,15904,44744
26141,JAWA BARAT,28182,TASIKMALAYA,28516,RAJAPOLAH,17618,6936,24554
26141,JAWA BARAT,28182,TASIKMALAYA,28322,SALAWU,22298,9920,32218
26141,JAWA BARAT,28182,TASIKMALAYA,28266,BANTARKALONG,14565,4525,19090
26141,JAWA BARAT,28182,TASIKMALAYA,28282,CULAMEGA,9884,2500,12384
26141,JAWA BARAT,28182,TASIKMALAYA,28383,CINEAM,12674,7706,20380
26141,JAWA BARAT,28182,TASIKMALAYA,28250,CIBALONG,12418,6320,18738
26141,JAWA BARAT,28182,TASIKMALAYA,28257,PARUNGPONTENG,15518,3423,18941
26141,JAWA BARAT,28182,TASIKMALAYA,28240,CIKATOMAS,19550,7739,27289
26141,JAWA BARAT,28182,TASIKMALAYA,28299,SODONGHILIR,27537,5986,33523
26141,JAWA BARAT,28182,TASIKMALAYA,28335,PUSPAHIANG,9132,9192,18324
26141,JAWA BARAT,28182,TASIKMALAYA,28288,BOJONGGAMBIR,14580,5705,20285
26141,JAWA BARAT,28573,CIAMIS,28821,PANGANDARAN,11991,20180,32171
26141,JAWA BARAT,28573,CIAMIS,28849,CIJULANG,9149,8403,17552
26141,JAWA BARAT,28182,TASIKMALAYA,28344,TANJUNGJAYA,17264,5271,22535
26141,JAWA BARAT,28182,TASIKMALAYA,28361,SALOPA,15122,7686,22808
26141,JAWA BARAT,28573,CIAMIS,28891,CIMARAGAS,4629,4943,9572
26141,JAWA BARAT,28182,TASIKMALAYA,28352,SUKARAJA,19855,7461,27316
26141,JAWA BARAT,28573,CIAMIS,28830,SIDAMULIH,6563,11076,17639
26141,JAWA BARAT,28573,CIAMIS,28929,SUKAMANTRI,5969,4905,10874
26141,JAWA BARAT,28573,CIAMIS,28838,PARIGI,11667,16578,28245
26141,JAWA BARAT,28573,CIAMIS,28811,KALIPUCANG,9417,11748,21165
26141,JAWA BARAT,28182,TASIKMALAYA,28312,TARAJU,12523,7120,19643
26141,JAWA BARAT,28573,CIAMIS,28909,SINDANGKASIH,17694,9266,26960
26141,JAWA BARAT,28573,CIAMIS,28574,CIAMIS,37756,19860,57616
26141,JAWA BARAT,28573,CIAMIS,28609,SADANANYA,12168,8641,20809
26141,JAWA BARAT,28573,CIAMIS,28919,BAREGBEG,14128,10411,24539
26141,JAWA BARAT,28182,TASIKMALAYA,28564,SUKARESIK,14160,3843,18003
26141,JAWA BARAT,28573,CIAMIS,28796,PADAHERANG,15464,20394,35858
26141,JAWA BARAT,28573,CIAMIS,28877,LANGKAPLANCAR,13348,14281,27629
26141,JAWA BARAT,28573,CIAMIS,28869,CIGUGUR,7632,4469,12101
26141,JAWA BARAT,28573,CIAMIS,28618,CIDOLOG,6259,4978,11237
26141,JAWA BARAT,28573,CIAMIS,28637,PANUMBANGAN,17570,13589,31159
26141,JAWA BARAT,28573,CIAMIS,28857,CIMERAK,13281,13636,26917
26141,JAWA BARAT,28573,CIAMIS,28597,CIJEUNGJING,20137,10517,30654
26141,JAWA BARAT,28573,CIAMIS,28944,PURWADADI,9277,11038,20315
26141,JAWA BARAT,28573,CIAMIS,28673,PANAWANGAN,13025,15081,28106
26141,JAWA BARAT,28573,CIAMIS,28935,LUMBUNG,11570,4842,16412
26141,JAWA BARAT,28573,CIAMIS,28587,CIKONENG,18785,11320,30105
26141,JAWA BARAT,28573,CIAMIS,28760,BANJARSARI,29787,29626,59413
26141,JAWA BARAT,28573,CIAMIS,28652,PANJALU,15200,7271,22471
26141,JAWA BARAT,28573,CIAMIS,28897,CISAGA,11348,11562,22910
26141,JAWA BARAT,28573,CIAMIS,28782,PAMARICAN,17606,20395,38001
26141,JAWA BARAT,28573,CIAMIS,28625,CIHAURBEUTI,18575,7821,26396
26141,JAWA BARAT,28573,CIAMIS,28702,JATINAGARA,8632,5310,13942
26141,JAWA BARAT,28573,CIAMIS,28688,CIPAKU,20747,13552,34299
26141,JAWA BARAT,28960,KUNINGAN,28961,KADUGEDE,8638,6066,14704
26141,JAWA BARAT,28573,CIAMIS,28709,RAJADESA,18742,7839,26581
26141,JAWA BARAT,28960,KUNINGAN,29206,CIGUGUR,15165,11091,26256
26141,JAWA BARAT,28960,KUNINGAN,29228,NUSAHERANG,4992,5644,10636
26141,JAWA BARAT,28573,CIAMIS,28954,MANGUNJAYA,7900,9041,16941
26141,JAWA BARAT,28573,CIAMIS,28661,KAWALI,15345,8295,23640
26141,JAWA BARAT,28573,CIAMIS,28728,RANCAH,18807,14138,32945
26141,JAWA BARAT,28573,CIAMIS,28721,SUKADANA,7465,6769,14234
26141,JAWA BARAT,28960,KUNINGAN,29237,CIPICUNG,6167,6571,12738
26141,JAWA BARAT,28960,KUNINGAN,29317,KARANG KANCANA,4947,4503,9450
26141,JAWA BARAT,28960,KUNINGAN,29248,PANCALANG,6370,5577,11947
26141,JAWA BARAT,28960,KUNINGAN,29273,CIMAHI,5934,8582,14516
26141,JAWA BARAT,28960,KUNINGAN,29217,PASAWAHAN,5991,6443,12434
26141,JAWA BARAT,28573,CIAMIS,28742,TAMBAKSARI,4711,9111,13822
26141,JAWA BARAT,28960,KUNINGAN,29344,SINDANG AGUNG,9800,8197,17997
26141,JAWA BARAT,28960,KUNINGAN,29308,CIBEUREUM,4879,5551,10430
26141,JAWA BARAT,28960,KUNINGAN,29016,LURAGUNG,13046,9025,22071
26141,JAWA BARAT,28960,KUNINGAN,29171,KRAMATMULYA,11438,10574,22012
26141,JAWA BARAT,28960,KUNINGAN,28984,SUBANG,7343,1763,9106
26141,JAWA BARAT,28573,CIAMIS,28749,LAKBOK,10546,17619,28165
26141,JAWA BARAT,28960,KUNINGAN,29186,DARMA,14967,9838,24805
26141,JAWA BARAT,28960,KUNINGAN,29005,CIBINGBIN,9633,8669,18302
26141,JAWA BARAT,28960,KUNINGAN,29107,CIDAHU,10327,9357,19684
26141,JAWA BARAT,28960,KUNINGAN,29327,MALEBER,13430,6444,19874
26141,JAWA BARAT,28960,KUNINGAN,29284,CILEBAK,3887,2589,6476
26141,JAWA BARAT,28960,KUNINGAN,29357,CIGANDAMEKAR,8070,7560,15630
26141,JAWA BARAT,28960,KUNINGAN,29082,CIAWIGEBANG,22506,17356,39862
26141,JAWA BARAT,28960,KUNINGAN,29262,JAPARA,4781,5740,10521
26141,JAWA BARAT,28960,KUNINGAN,29301,KALIMANGGIS,5271,5278,10549
26141,JAWA BARAT,28960,KUNINGAN,29292,HANTARA,3871,3643,7514
26141,JAWA BARAT,28960,KUNINGAN,28992,CIWARU,8230,6220,14450
26141,JAWA BARAT,29369,CIREBON,29712,KALIWEDI,8168,9979,18147
26141,JAWA BARAT,28960,KUNINGAN,29033,LEBAKWANGI,10753,10202,20955
26141,JAWA BARAT,28960,KUNINGAN,29120,JALAKSANA,11950,13142,25092
26141,JAWA BARAT,29369,CIREBON,29697,GEGESIK,15500,18798,34298
26141,JAWA BARAT,28960,KUNINGAN,29047,GARAWANGI,11905,8335,20240
26141,JAWA BARAT,28960,KUNINGAN,28974,CINIRU,6094,3681,9775
26141,JAWA BARAT,28960,KUNINGAN,29163,SELAJAMBE,4323,3705,8028
26141,JAWA BARAT,29369,CIREBON,29815,SURANENGGALA,9593,14309,23902
26141,JAWA BARAT,29369,CIREBON,29722,GEBANG,8678,22672,31350
26141,JAWA BARAT,28960,KUNINGAN,29136,CILIMUS,14394,11998,26392
26141,JAWA BARAT,29369,CIREBON,29675,CIWARINGIN,7755,11197,18952
26141,JAWA BARAT,29369,CIREBON,29643,KLANGENAN,8728,16123,24851
26141,JAWA BARAT,29369,CIREBON,29370,WALED,7538,15533,23071
26141,JAWA BARAT,28960,KUNINGAN,29065,KUNINGAN,35885,21691,57576
26141,JAWA BARAT,29369,CIREBON,29736,DEPOK,11732,20515,32247
26141,JAWA BARAT,29369,CIREBON,29684,SUSUKAN,11369,20285,31654
26141,JAWA BARAT,28960,KUNINGAN,29150,MANDIRANCAN,7015,5121,12136
26141,JAWA BARAT,29369,CIREBON,29795,GEMPOL,8811,14151,22962
26141,JAWA BARAT,29369,CIREBON,29608,KEDAWUNG,14586,18019,32605
26141,JAWA BARAT,29369,CIREBON,29617,GUNUNG JATI,20705,23481,44186
26141,JAWA BARAT,29369,CIREBON,29633,KAPETAKAN,10745,16487,27232
26141,JAWA BARAT,29369,CIREBON,29665,PANGURAGAN,9007,10494,19501
26141,JAWA BARAT,29369,CIREBON,29784,PLERED,9317,19213,28530
26141,JAWA BARAT,29369,CIREBON,29757,PABUARAN,5536,13280,18816
26141,JAWA BARAT,29369,CIREBON,29653,ARJAWINANGUN,14579,19608,34187
26141,JAWA BARAT,29369,CIREBON,29765,KARANGWARENG,3734,10083,13817
